Country,State,County,Population,Metropolitan Area
United States,South Dakota,Brown,37907,"Aberdeen, SD"
United States,South Dakota,Edmunds,4041,"Aberdeen, SD"
United States,Washington,Grays Harbor,71078,"Aberdeen, WA"
United States,Texas,Callahan,13525,"Abilene, TX"
United States,Texas,Jones,19859,"Abilene, TX"
United States,Texas,Taylor,134117,"Abilene, TX"
United States,Oklahoma,Pontotoc,37992,"Ada, OK"
United States,Michigan,Lenawee,99188,"Adrian, MI"
United States,Puerto Rico,Aguada Municipality,41959,Aguadilla-Isabela-San Sebastián metropolitan area
United States,Puerto Rico,Aguadilla Municipality,54582,Aguadilla-Isabela-San Sebastián metropolitan area
United States,Puerto Rico,Añasco Municipality,29261,Aguadilla-Isabela-San Sebastián metropolitan area
United States,Puerto Rico,Isabela Municipality,45631,Aguadilla-Isabela-San Sebastián metropolitan area
United States,Puerto Rico,Lares Municipality,30753,Aguadilla-Isabela-San Sebastián metropolitan area
United States,Puerto Rico,Moca Municipality,40109,Aguadilla-Isabela-San Sebastián metropolitan area
United States,Puerto Rico,Rincón Municipality,15200,Aguadilla-Isabela-San Sebastián metropolitan area
United States,Puerto Rico,San Sebastián Municipality,42430,Aguadilla-Isabela-San Sebastián metropolitan area
United States,Ohio,Portage,163862,"Akron, OH"
United States,Ohio,Summit,541824,"Akron, OH"
United States,New Mexico,Otero,65616,"Alamogordo, NM"
United States,New York,Albany,306945,"Albany-Schenectady-Troy, NY"
United States,New York,Rensselaer,159918,"Albany-Schenectady-Troy, NY"
United States,New York,Saratoga,223865,"Albany-Schenectady-Troy, NY"
United States,New York,Schenectady,155333,"Albany-Schenectady-Troy, NY"
United States,New York,Schoharie,31844,"Albany-Schenectady-Troy, NY"
United States,Georgia,Baker,3341,"Albany, GA"
United States,Georgia,Dougherty,92969,"Albany, GA"
United States,Georgia,Lee,29071,"Albany, GA"
United States,Georgia,Terrell,9022,"Albany, GA"
United States,Georgia,Worth,21291,"Albany, GA"
United States,Oregon,Linn,118765,"Albany, OR"
United States,North Carolina,Stanly,60635,"Albemarle, NC"
United States,Minnesota,Freeborn,30948,"Albert Lea, MN"
United States,Alabama,Marshall,94760,"Albertville, AL"
United States,New Mexico,Bernalillo,674221,"Albuquerque, NM"
United States,New Mexico,Sandoval,136575,"Albuquerque, NM"
United States,New Mexico,Torrance,15717,"Albuquerque, NM"
United States,New Mexico,Valencia,76284,"Albuquerque, NM"
United States,Louisiana,Grant,22030,"Alexandria, LA"
United States,Louisiana,Rapides,132723,"Alexandria, LA"
United States,Minnesota,Douglas,36545,"Alexandria, MN"
United States,Texas,Jim Wells,41680,"Alice, TX"
United States,New Jersey,Warren,107379,"Allentown-Bethlehem-Easton, PA-NJ"
United States,Pennsylvania,Carbon,64786,"Allentown-Bethlehem-Easton, PA-NJ"
United States,Pennsylvania,Lehigh,355092,"Allentown-Bethlehem-Easton, PA-NJ"
United States,Pennsylvania,Northampton,299791,"Allentown-Bethlehem-Easton, PA-NJ"
United States,Michigan,Gratiot,41968,"Alma, MI"
United States,Michigan,Alpena,29091,"Alpena, MI"
United States,Pennsylvania,Blair,126314,"Altoona, PA"
United States,Oklahoma,Jackson,26088,"Altus, OK"
United States,Texas,Armstrong,1949,"Amarillo, TX"
United States,Texas,Carson,6010,"Amarillo, TX"
United States,Texas,Oldham,2102,"Amarillo, TX"
United States,Texas,Potter,121661,"Amarillo, TX"
United States,Texas,Randall,126474,"Amarillo, TX"
United States,Georgia,Schley,5089,"Americus, GA"
United States,Georgia,Sumter,31364,"Americus, GA"
United States,Iowa,Story,92406,"Ames, IA"
United States,New York,Montgomery,49897,"Amsterdam, NY"
United States,Alaska,Anchorage,300950,"Anchorage, AK"
United States,Alaska,Matanuska-Susitna,95192,"Anchorage, AK"
United States,Texas,Andrews,16799,"Andrews, TX"
United States,Indiana,Steuben,34358,"Angola, IN"
United States,Michigan,Washtenaw,354240,"Ann Arbor, MI"
United States,Alabama,Calhoun,116736,"Anniston-Oxford-Jacksonville, AL"
United States,Wisconsin,Calumet,49617,"Appleton, WI"
United States,Wisconsin,Outagamie,180345,"Appleton, WI"
United States,Florida,DeSoto,34517,"Arcadia, FL"
United States,Oklahoma,Carter,48491,"Ardmore, OK"
United States,Arkansas,Clark,22743,"Arkadelphia, AR"
United States,Kansas,Cowley,36204,"Arkansas City-Winfield, KS"
United States,North Carolina,Buncombe,247912,"Asheville, NC"
United States,North Carolina,Haywood,59183,"Asheville, NC"
United States,North Carolina,Henderson,109540,"Asheville, NC"
United States,North Carolina,Madison,21022,"Asheville, NC"
United States,Ohio,Ashland,53043,"Ashland, OH"
United States,Ohio,Ashtabula,99811,"Ashtabula, OH"
United States,Oregon,Clatsop,37244,"Astoria, OR"
United States,Kansas,Atchison,16749,"Atchison, KS"
United States,Georgia,Clarke,121265,"Athens-Clarke County, GA"
United States,Georgia,Madison,28057,"Athens-Clarke County, GA"
United States,Georgia,Oconee,34035,"Athens-Clarke County, GA"
United States,Georgia,Oglethorpe,14548,"Athens-Clarke County, GA"
United States,Ohio,Athens,64681,"Athens, OH"
United States,Tennessee,McMinn,52341,"Athens, TN"
United States,Texas,Henderson,78675,"Athens, TX"
United States,Georgia,Barrow,71453,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Bartow,101273,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Butts,23361,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Carroll,112355,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Cherokee,225106,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Clayton,264220,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Cobb,717190,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Coweta,133180,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Dawson,22686,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,DeKalb,713340,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Douglas,136379,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Fayette,108365,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Forsyth,195405,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Fulton,1010562,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Gwinnett,859304,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Haralson,28495,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Heard,11558,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Henry,211128,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Jasper,13601,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Lamar,17959,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Meriwether,21232,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Morgan,17781,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Newton,102446,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Paulding,146950,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Pickens,29584,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Pike,17796,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Rockdale,86919,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Spalding,63829,"Atlanta-Sandy Springs-Roswell, GA"
United States,Georgia,Walton,85754,"Atlanta-Sandy Springs-Roswell, GA"
United States,New Jersey,Atlantic,275862,"Atlantic City-Hammonton, NJ"
United States,Alabama,Lee,150933,"Auburn-Opelika, AL"
United States,Indiana,DeKalb,42307,"Auburn, IN"
United States,New York,Cayuga,79477,"Auburn, NY"
United States,Georgia,Burke,22923,"Augusta-Richmond County, GA-SC"
United States,Georgia,Columbia,135416,"Augusta-Richmond County, GA-SC"
United States,Georgia,Lincoln,7751,"Augusta-Richmond County, GA-SC"
United States,Georgia,McDuffie,21565,"Augusta-Richmond County, GA-SC"
United States,Georgia,Richmond,202003,"Augusta-Richmond County, GA-SC"
United States,South Carolina,Aiken,164176,"Augusta-Richmond County, GA-SC"
United States,South Carolina,Edgefield,26436,"Augusta-Richmond County, GA-SC"
United States,Maine,Kennebec,121164,"Augusta-Waterville, ME"
United States,Texas,Bastrop,75825,"Austin-Round Rock, TX"
United States,Texas,Caldwell,39232,"Austin-Round Rock, TX"
United States,Texas,Hays,176026,"Austin-Round Rock, TX"
United States,Texas,Travis,1120954,"Austin-Round Rock, TX"
United States,Texas,Williamson,471014,"Austin-Round Rock, TX"
United States,Minnesota,Mower,39327,"Austin, MN"
United States,Georgia,Decatur,27359,"Bainbridge, GA"
United States,California,Kern,864124,"Bakersfield, CA"
United States,Maryland,Anne Arundel,555743,"Baltimore-Columbia-Towson, MD"
United States,Maryland,Baltimore,823015,"Baltimore-Columbia-Towson, MD"
United States,Maryland,Carroll,167564,"Baltimore-Columbia-Towson, MD"
United States,Maryland,Harford,249215,"Baltimore-Columbia-Towson, MD"
United States,Maryland,Howard,304580,"Baltimore-Columbia-Towson, MD"
United States,Maryland,Queen Anne's,48517,"Baltimore-Columbia-Towson, MD"
United States,Maryland,Baltimore City,622104,"Baltimore-Columbia-Towson, MD"
United States,Maine,Penobscot,153364,"Bangor, ME"
United States,Wisconsin,Sauk,63162,"Baraboo, WI"
United States,Kentucky,Nelson,44540,"Bardstown, KY"
United States,Massachusetts,Barnstable,214990,"Barnstable Town, MA"
United States,Vermont,Washington,59319,"Barre, VT"
United States,Oklahoma,Washington,51577,"Bartlesville, OK"
United States,Louisiana,Morehouse,27057,"Bastrop, LA"
United States,New York,Genesee,59454,"Batavia, NY"
United States,Arkansas,Independence,36997,"Batesville, AR"
United States,Louisiana,Ascension,114393,"Baton Rouge, LA"
United States,Louisiana,East Baton Rouge,445227,"Baton Rouge, LA"
United States,Louisiana,East Feliciana,19728,"Baton Rouge, LA"
United States,Louisiana,Iberville,33367,"Baton Rouge, LA"
United States,Louisiana,Livingston,134053,"Baton Rouge, LA"
United States,Louisiana,Pointe Coupee,22499,"Baton Rouge, LA"
United States,Louisiana,St. Helena,10875,"Baton Rouge, LA"
United States,Louisiana,West Baton Rouge,24573,"Baton Rouge, LA"
United States,Louisiana,West Feliciana,15444,"Baton Rouge, LA"
United States,Michigan,Calhoun,135012,"Battle Creek, MI"
United States,Michigan,Bay,106832,"Bay City, MI"
United States,Texas,Matagorda,36592,"Bay City, TX"
United States,Nebraska,Gage,21864,"Beatrice, NE"
United States,Texas,Hardin,55417,"Beaumont-Port Arthur, TX"
United States,Texas,Jefferson,252358,"Beaumont-Port Arthur, TX"
United States,Texas,Newton,14140,"Beaumont-Port Arthur, TX"
United States,Texas,Orange,82957,"Beaumont-Port Arthur, TX"
United States,Wisconsin,Dodge,88344,"Beaver Dam, WI"
United States,West Virginia,Fayette,45599,"Beckley, WV"
United States,West Virginia,Raleigh,78833,"Beckley, WV"
United States,Indiana,Lawrence,45844,"Bedford, IN"
United States,Texas,Bee,32799,"Beeville, TX"
United States,Ohio,Logan,45481,"Bellefontaine, OH"
United States,Washington,Whatcom,206353,"Bellingham, WA"
United States,Minnesota,Beltrami,45670,"Bemidji, MN"
United States,Oregon,Deschutes,165954,"Bend-Redmond, OR"
United States,South Carolina,Marlboro,28003,"Bennettsville, SC"
United States,Vermont,Bennington,36659,"Bennington, VT"
United States,New Hampshire,Coos,31997,"Berlin, NH-VT"
United States,Vermont,Essex,6211,"Berlin, NH-VT"
United States,Michigan,Mecosta,43108,"Big Rapids, MI"
United States,Texas,Glasscock,1251,"Big Spring, TX"
United States,Texas,Howard,36147,"Big Spring, TX"
United States,Virginia,Dickenson,15486,"Big Stone Gap, VA"
United States,Virginia,Wise,40589,"Big Stone Gap, VA"
United States,Virginia,Norton,4017,"Big Stone Gap, VA"
United States,Montana,Carbon,10340,"Billings, MT"
United States,Montana,Golden Valley,859,"Billings, MT"
United States,Montana,Yellowstone,154162,"Billings, MT"
United States,New York,Broome,197534,"Binghamton, NY"
United States,New York,Tioga,50243,"Binghamton, NY"
United States,Alabama,Bibb,22512,"Birmingham-Hoover, AL"
United States,Alabama,Blount,57872,"Birmingham-Hoover, AL"
United States,Alabama,Chilton,43951,"Birmingham-Hoover, AL"
United States,Alabama,Jefferson,659479,"Birmingham-Hoover, AL"
United States,Alabama,St. Clair,86308,"Birmingham-Hoover, AL"
United States,Alabama,Shelby,204180,"Birmingham-Hoover, AL"
United States,Alabama,Walker,65998,"Birmingham-Hoover, AL"
United States,North Dakota,Burleigh,88457,"Bismarck, ND"
United States,North Dakota,Morton,28990,"Bismarck, ND"
United States,North Dakota,Oliver,1874,"Bismarck, ND"
United States,North Dakota,Sioux,4430,"Bismarck, ND"
United States,Idaho,Bingham,45290,"Blackfoot, ID"
United States,Virginia,Floyd,15528,"Blacksburg-Christiansburg-Radford, VA"
United States,Virginia,Giles,16925,"Blacksburg-Christiansburg-Radford, VA"
United States,Virginia,Montgomery,96207,"Blacksburg-Christiansburg-Radford, VA"
United States,Virginia,Pulaski,34507,"Blacksburg-Christiansburg-Radford, VA"
United States,Virginia,Radford,17184,"Blacksburg-Christiansburg-Radford, VA"
United States,Illinois,De Witt,16420,"Bloomington, IL"
United States,Illinois,McLean,174647,"Bloomington, IL"
United States,Indiana,Monroe,141888,"Bloomington, IN"
United States,Indiana,Owen,21201,"Bloomington, IN"
United States,Pennsylvania,Columbia,66797,"Bloomsburg-Berwick, PA"
United States,Pennsylvania,Montour,18541,"Bloomsburg-Berwick, PA"
United States,Virginia,Tazewell,44103,"Bluefield, WV-VA"
United States,West Virginia,Mercer,61984,"Bluefield, WV-VA"
United States,Arkansas,Mississippi,44765,"Blytheville, AR"
United States,Louisiana,Washington,46419,"Bogalusa, LA"
United States,Idaho,Ada,416464,"Boise City, ID"
United States,Idaho,Boise,6795,"Boise City, ID"
United States,Idaho,Canyon,198871,"Boise City, ID"
United States,Idaho,Gem,16686,"Boise City, ID"
United States,Idaho,Owyhee,11472,"Boise City, ID"
United States,Iowa,Boone,26364,"Boone, IA"
United States,North Carolina,Watauga,52372,"Boone, NC"
United States,Texas,Hutchinson,21819,"Borger, TX"
United States,Massachusetts,Essex,762550,"Boston-Cambridge-Newton, MA-NH"
United States,Massachusetts,Middlesex,1552802,"Boston-Cambridge-Newton, MA-NH"
United States,Massachusetts,Norfolk,687802,"Boston-Cambridge-Newton, MA-NH"
United States,Massachusetts,Plymouth,501915,"Boston-Cambridge-Newton, MA-NH"
United States,Massachusetts,Suffolk,755503,"Boston-Cambridge-Newton, MA-NH"
United States,New Hampshire,Rockingham,299134,"Boston-Cambridge-Newton, MA-NH"
United States,New Hampshire,Strafford,124593,"Boston-Cambridge-Newton, MA-NH"
United States,Colorado,Boulder,310048,"Boulder, CO"
United States,Kentucky,Allen,20311,"Bowling Green, KY"
United States,Kentucky,Butler,12793,"Bowling Green, KY"
United States,Kentucky,Edmonson,12062,"Bowling Green, KY"
United States,Kentucky,Warren,118370,"Bowling Green, KY"
United States,Montana,Gallatin,94720,"Bozeman, MT"
United States,Pennsylvania,McKean,42979,"Bradford, PA"
United States,Minnesota,Cass,28555,"Brainerd, MN"
United States,Minnesota,Crow Wing,63208,"Brainerd, MN"
United States,Missouri,Stone,31297,"Branson, MO"
United States,Missouri,Taney,53575,"Branson, MO"
United States,Colorado,Summit,28649,"Breckenridge, CO"
United States,Washington,Kitsap,253968,"Bremerton-Silverdale, WA"
United States,Texas,Washington,34147,"Brenham, TX"
United States,North Carolina,Transylvania,32903,"Brevard, NC"
United States,Connecticut,Fairfield,939904,"Bridgeport-Stamford-Norwalk, CT"
United States,Mississippi,Lincoln,34810,"Brookhaven, MS"
United States,Oregon,Curry,22339,"Brookings, OR"
United States,South Dakota,Brookings,32968,"Brookings, SD"
United States,Texas,Cameron,417276,"Brownsville-Harlingen, TX"
United States,Texas,Brown,37749,"Brownwood, TX"
United States,Georgia,Brantley,18292,"Brunswick, GA"
United States,Georgia,Glynn,81508,"Brunswick, GA"
United States,Georgia,McIntosh,14007,"Brunswick, GA"
United States,Ohio,Crawford,42808,"Bucyrus, OH"
United States,New York,Erie,919866,"Buffalo-Cheektowaga-Niagara Falls, NY"
United States,New York,Niagara,214249,"Buffalo-Cheektowaga-Niagara Falls, NY"
United States,Idaho,Cassia,23331,"Burley, ID"
United States,Idaho,Minidoka,20292,"Burley, ID"
United States,Vermont,Chittenden,159515,"Burlington-South Burlington, VT"
United States,Vermont,Franklin,48294,"Burlington-South Burlington, VT"
United States,Vermont,Grand Isle,6987,"Burlington-South Burlington, VT"
United States,Illinois,Henderson,6990,"Burlington, IA-IL"
United States,Iowa,Des Moines,40480,"Burlington, IA-IL"
United States,North Carolina,Alamance,154378,"Burlington, NC"
United States,Montana,Silver Bow,34523,"Butte-Silver Bow, MT"
United States,Michigan,Missaukee,15051,"Cadillac, MI"
United States,Michigan,Wexford,32645,"Cadillac, MI"
United States,Georgia,Gordon,55757,"Calhoun, GA"
United States,Maryland,St. Mary's,109633,"California-Lexington Park, MD"
United States,Maryland,Dorchester,32660,"Cambridge, MD"
United States,Ohio,Guernsey,39636,"Cambridge, OH"
United States,Arkansas,Calhoun,5241,"Camden, AR"
United States,Arkansas,Ouachita,25002,"Camden, AR"
United States,Kentucky,Taylor,24649,"Campbellsville, KY"
United States,Colorado,Fremont,46451,"Cañon City, CO"
United States,Ohio,Carroll,28275,"Canton-Massillon, OH"
United States,Ohio,Stark,375432,"Canton-Massillon, OH"
United States,Illinois,Fulton,36346,"Canton, IL"
United States,Florida,Lee,661115,"Cape Coral-Fort Myers, FL"
United States,Illinois,Alexander,7629,"Cape Girardeau, MO-IL"
United States,Missouri,Bollinger,12490,"Cape Girardeau, MO-IL"
United States,Missouri,Cape Girardeau,77320,"Cape Girardeau, MO-IL"
United States,Illinois,Jackson,59814,"Carbondale-Marion, IL"
United States,Illinois,Williamson,66924,"Carbondale-Marion, IL"
United States,New Mexico,Eddy,55471,"Carlsbad-Artesia, NM"
United States,Nevada,Carson City,54080,"Carson City, NV"
United States,Wyoming,Natrona,80973,"Casper, WY"
United States,Utah,Iron,46780,"Cedar City, UT"
United States,Iowa,Benton,25699,"Cedar Rapids, IA"
United States,Iowa,Jones,20611,"Cedar Rapids, IA"
United States,Iowa,Linn,216111,"Cedar Rapids, IA"
United States,Georgia,Polk,41183,"Cedartown, GA"
United States,Ohio,Mercer,40784,"Celina, OH"
United States,Illinois,Marion,38622,"Centralia, IL"
United States,Washington,Lewis,75081,"Centralia, WA"
United States,Pennsylvania,Franklin,152085,"Chambersburg-Waynesboro, PA"
United States,Illinois,Champaign,204897,"Champaign-Urbana, IL"
United States,Illinois,Ford,13832,"Champaign-Urbana, IL"
United States,Illinois,Piatt,16433,"Champaign-Urbana, IL"
United States,Illinois,Coles,53697,"Charleston-Mattoon, IL"
United States,Illinois,Cumberland,10939,"Charleston-Mattoon, IL"
United States,South Carolina,Berkeley,194020,"Charleston-North Charleston, SC"
United States,South Carolina,Charleston,372803,"Charleston-North Charleston, SC"
United States,South Carolina,Dorchester,145397,"Charleston-North Charleston, SC"
United States,West Virginia,Boone,24224,"Charleston, WV"
United States,West Virginia,Clay,9244,"Charleston, WV"
United States,West Virginia,Kanawha,191275,"Charleston, WV"
United States,North Carolina,Cabarrus,187226,"Charlotte-Concord-Gastonia, NC-SC"
United States,North Carolina,Gaston,209420,"Charlotte-Concord-Gastonia, NC-SC"
United States,North Carolina,Iredell,164517,"Charlotte-Concord-Gastonia, NC-SC"
United States,North Carolina,Lincoln,79740,"Charlotte-Concord-Gastonia, NC-SC"
United States,North Carolina,Mecklenburg,1076837,"Charlotte-Concord-Gastonia, NC-SC"
United States,North Carolina,Rowan,138323,"Charlotte-Concord-Gastonia, NC-SC"
United States,North Carolina,Union,212756,"Charlotte-Concord-Gastonia, NC-SC"
United States,South Carolina,Chester,32578,"Charlotte-Concord-Gastonia, NC-SC"
United States,South Carolina,Lancaster,80458,"Charlotte-Concord-Gastonia, NC-SC"
United States,South Carolina,York,239363,"Charlotte-Concord-Gastonia, NC-SC"
United States,Virginia,Albemarle,103000,"Charlottesville, VA"
United States,Virginia,Buckingham,17136,"Charlottesville, VA"
United States,Virginia,Fluvanna,25977,"Charlottesville, VA"
United States,Virginia,Greene,18804,"Charlottesville, VA"
United States,Virginia,Nelson,14789,"Charlottesville, VA"
United States,Virginia,Charlottesville,44349,"Charlottesville, VA"
United States,Georgia,Catoosa,65311,"Chattanooga, TN-GA"
United States,Georgia,Dade,16507,"Chattanooga, TN-GA"
United States,Georgia,Walker,68198,"Chattanooga, TN-GA"
United States,Tennessee,Hamilton,348673,"Chattanooga, TN-GA"
United States,Tennessee,Marion,28374,"Chattanooga, TN-GA"
United States,Tennessee,Sequatchie,14681,"Chattanooga, TN-GA"
United States,Wyoming,Laramie,95809,"Cheyenne, WY"
United States,Illinois,Cook,5240700,"Chicago-Naperville-Elgin, IL-IN-WI"
United States,Illinois,DeKalb,104741,"Chicago-Naperville-Elgin, IL-IN-WI"
United States,Illinois,DuPage,932126,"Chicago-Naperville-Elgin, IL-IN-WI"
United States,Illinois,Grundy,50228,"Chicago-Naperville-Elgin, IL-IN-WI"
United States,Illinois,Kane,523643,"Chicago-Naperville-Elgin, IL-IN-WI"
United States,Illinois,Kendall,119348,"Chicago-Naperville-Elgin, IL-IN-WI"
United States,Illinois,Lake,703019,"Chicago-Naperville-Elgin, IL-IN-WI"
United States,Illinois,McHenry,307409,"Chicago-Naperville-Elgin, IL-IN-WI"
United States,Illinois,Will,682829,"Chicago-Naperville-Elgin, IL-IN-WI"
United States,Indiana,Jasper,33389,"Chicago-Naperville-Elgin, IL-IN-WI"
United States,Indiana,Lake,491456,"Chicago-Naperville-Elgin, IL-IN-WI"
United States,Indiana,Newton,14087,"Chicago-Naperville-Elgin, IL-IN-WI"
United States,Indiana,Porter,166557,"Chicago-Naperville-Elgin, IL-IN-WI"
United States,Wisconsin,Kenosha,167757,"Chicago-Naperville-Elgin, IL-IN-WI"
United States,California,Butte,222090,"Chico, CA"
United States,Ohio,Ross,77910,"Chillicothe, OH"
United States,Indiana,Dearborn,49904,"Cincinnati, OH-KY-IN"
United States,Indiana,Ohio,5994,"Cincinnati, OH-KY-IN"
United States,Indiana,Union,7277,"Cincinnati, OH-KY-IN"
United States,Kentucky,Boone,124442,"Cincinnati, OH-KY-IN"
United States,Kentucky,Bracken,8416,"Cincinnati, OH-KY-IN"
United States,Kentucky,Campbell,90988,"Cincinnati, OH-KY-IN"
United States,Kentucky,Gallatin,8474,"Cincinnati, OH-KY-IN"
United States,Kentucky,Grant,24753,"Cincinnati, OH-KY-IN"
United States,Kentucky,Kenton,163145,"Cincinnati, OH-KY-IN"
United States,Kentucky,Pendleton,14570,"Cincinnati, OH-KY-IN"
United States,Ohio,Brown,44264,"Cincinnati, OH-KY-IN"
United States,Ohio,Butler,371272,"Cincinnati, OH-KY-IN"
United States,Ohio,Clermont,200218,"Cincinnati, OH-KY-IN"
United States,Ohio,Hamilton,804520,"Cincinnati, OH-KY-IN"
United States,Ohio,Warren,219169,"Cincinnati, OH-KY-IN"
United States,New Hampshire,Grafton,89629,"Claremont-Lebanon, NH-VT"
United States,New Hampshire,Sullivan,42984,"Claremont-Lebanon, NH-VT"
United States,Vermont,Orange,28915,"Claremont-Lebanon, NH-VT"
United States,Vermont,Windsor,56067,"Claremont-Lebanon, NH-VT"
United States,West Virginia,Doddridge,8344,"Clarksburg, WV"
United States,West Virginia,Harrison,68972,"Clarksburg, WV"
United States,West Virginia,Taylor,16973,"Clarksburg, WV"
United States,Mississippi,Coahoma,25182,"Clarksdale, MS"
United States,Kentucky,Christian,74167,"Clarksville, TN-KY"
United States,Kentucky,Trigg,14293,"Clarksville, TN-KY"
United States,Tennessee,Montgomery,184119,"Clarksville, TN-KY"
United States,California,Lake,63860,"Clearlake, CA"
United States,Ohio,Cuyahoga,1263154,"Cleveland-Elyria, OH"
United States,Ohio,Geauga,93972,"Cleveland-Elyria, OH"
United States,Ohio,Lake,229857,"Cleveland-Elyria, OH"
United States,Ohio,Lorain,302827,"Cleveland-Elyria, OH"
United States,Ohio,Medina,174915,"Cleveland-Elyria, OH"
United States,Mississippi,Bolivar,34049,"Cleveland, MS"
United States,Tennessee,Bradley,101848,"Cleveland, TN"
United States,Tennessee,Polk,16690,"Cleveland, TN"
United States,Florida,Hendry,37471,"Clewiston, FL"
United States,Iowa,Clinton,48420,"Clinton, IA"
United States,New Mexico,Curry,50598,"Clovis, NM"
United States,Idaho,Kootenai,144265,"Coeur d'Alene, ID"
United States,Kansas,Montgomery,34292,"Coffeyville, KS"
United States,Michigan,Branch,43649,"Coldwater, MI"
United States,Texas,Brazos,203164,"College Station-Bryan, TX"
United States,Texas,Burleson,17169,"College Station-Bryan, TX"
United States,Texas,Robertson,16486,"College Station-Bryan, TX"
United States,Colorado,El Paso,655044,"Colorado Springs, CO"
United States,Colorado,Teller,23275,"Colorado Springs, CO"
United States,Missouri,Boone,170773,"Columbia, MO"
United States,South Carolina,Calhoun,15055,"Columbia, SC"
United States,South Carolina,Fairfield,23109,"Columbia, SC"
United States,South Carolina,Kershaw,62516,"Columbia, SC"
United States,South Carolina,Lexington,273752,"Columbia, SC"
United States,South Carolina,Richland,399256,"Columbia, SC"
United States,South Carolina,Saluda,20091,"Columbia, SC"
United States,Alabama,Russell,59585,"Columbus, GA-AL"
United States,Georgia,Chattahoochee,12842,"Columbus, GA-AL"
United States,Georgia,Harris,32663,"Columbus, GA-AL"
United States,Georgia,Marion,8640,"Columbus, GA-AL"
United States,Georgia,Muscogee,202824,"Columbus, GA-AL"
United States,Indiana,Bartholomew,79587,"Columbus, IN"
United States,Mississippi,Lowndes,59922,"Columbus, MS"
United States,Nebraska,Platte,32505,"Columbus, NE"
United States,Ohio,Delaware,184979,"Columbus, OH"
United States,Ohio,Fairfield,148867,"Columbus, OH"
United States,Ohio,Franklin,1212263,"Columbus, OH"
United States,Ohio,Hocking,28665,"Columbus, OH"
United States,Ohio,Licking,168375,"Columbus, OH"
United States,Ohio,Madison,43277,"Columbus, OH"
United States,Ohio,Morrow,35033,"Columbus, OH"
United States,Ohio,Perry,35997,"Columbus, OH"
United States,Ohio,Pickaway,56304,"Columbus, OH"
United States,Ohio,Union,53306,"Columbus, OH"
United States,New Hampshire,Merrimack,146849,"Concord, NH"
United States,Indiana,Fayette,23861,"Connersville, IN"
United States,Tennessee,Jackson,11517,"Cookeville, TN"
United States,Tennessee,Overton,22075,"Cookeville, TN"
United States,Tennessee,Putnam,73525,"Cookeville, TN"
United States,Oregon,Coos,62282,"Coos Bay, OR"
United States,Georgia,Crisp,23336,"Cordele, GA"
United States,Mississippi,Alcorn,37316,"Corinth, MS"
United States,Georgia,Habersham,43300,"Cornelia, GA"
United States,New York,Steuben,98650,"Corning, NY"
United States,Texas,Aransas,24356,"Corpus Christi, TX"
United States,Texas,Nueces,352107,"Corpus Christi, TX"
United States,Texas,San Patricio,66137,"Corpus Christi, TX"
United States,Texas,Navarro,48038,"Corsicana, TX"
United States,New York,Cortland,48976,"Cortland, NY"
United States,Oregon,Benton,86591,"Corvallis, OR"
United States,Ohio,Coshocton,36760,"Coshocton, OH"
United States,Colorado,Moffat,13103,"Craig, CO"
United States,Indiana,Montgomery,38177,"Crawfordsville, IN"
United States,California,Del Norte,27873,"Crescent City, CA"
United States,Florida,Okaloosa,193811,"Crestview-Fort Walton Beach-Destin, FL"
United States,Florida,Walton,59807,"Crestview-Fort Walton Beach-Destin, FL"
United States,Tennessee,Cumberland,57466,"Crossville, TN"
United States,Alabama,Cullman,80811,"Cullman, AL"
United States,North Carolina,Jackson,40919,"Cullowhee, NC"
