Country,State,County,Population,Metropolitan Area
United States,North Carolina,Bladen,34843,
United States,North Carolina,Caswell,23190,
United States,North Carolina,Cherokee,27218,
United States,North Carolina,Chowan,14726,
United States,North Carolina,Clay,10584,
United States,North Carolina,Columbus,57246,
United States,North Carolina,Duplin,60084,
United States,North Carolina,Graham,8736,
United States,North Carolina,Greene,21232,
United States,North Carolina,Hertford,24431,
United States,North Carolina,Hyde,5721,
United States,North Carolina,Macon,33857,
United States,North Carolina,Martin,23699,
United States,North Carolina,Mitchell,15328,
United States,North Carolina,Montgomery,27571,
United States,North Carolina,Polk,20411,
United States,North Carolina,Sampson,64150,
United States,North Carolina,Swain,14058,
United States,North Carolina,Warren,20575,
United States,North Carolina,Washington,12722,
United States,North Carolina,Yancey,17566,
United States,North Dakota,Adams,2360,
United States,North Dakota,Barnes,11190,
United States,North Dakota,Benson,6877,
United States,North Dakota,Billings,874,
United States,North Dakota,Bottineau,6736,
United States,North Dakota,Bowman,3214,
United States,North Dakota,Burke,2306,
United States,North Dakota,Cavalier,3896,
United States,North Dakota,Dickey,5248,
United States,North Dakota,Divide,2314,
United States,North Dakota,Dunn,4162,
United States,North Dakota,Eddy,2404,
United States,North Dakota,Emmons,3486,
United States,North Dakota,Foster,3366,
United States,North Dakota,Golden Valley,1823,
United States,North Dakota,Grant,2377,
United States,North Dakota,Griggs,2296,
United States,North Dakota,Hettinger,2660,
United States,North Dakota,Kidder,2428,
United States,North Dakota,LaMoure,4166,
United States,North Dakota,Logan,1946,
United States,North Dakota,McIntosh,2754,
United States,North Dakota,McKenzie,9314,
United States,North Dakota,McLean,9517,
United States,North Dakota,Mercer,8592,
United States,North Dakota,Mountrail,9376,
United States,North Dakota,Nelson,3095,
United States,North Dakota,Pembina,7181,
United States,North Dakota,Pierce,4451,
United States,North Dakota,Ramsey,11554,
United States,North Dakota,Ransom,5516,
United States,North Dakota,Rolette,14582,
United States,North Dakota,Sargent,3890,
United States,North Dakota,Sheridan,1304,
United States,North Dakota,Slope,761,
United States,North Dakota,Steele,1960,
United States,North Dakota,Towner,2317,
United States,North Dakota,Traill,8245,
United States,North Dakota,Walsh,11104,
United States,North Dakota,Wells,4206,
United States,Northern Mariana Islands,Northern Islands Municipality[9],0,
United States,Northern Mariana Islands,Rota Municipality,2477,
United States,Northern Mariana Islands,Saipan Municipality,48220,
United States,Northern Mariana Islands,Tinian Municipality,3136,
United States,Ohio,Adams,28105,
United States,Ohio,Hardin,31641,
United States,Ohio,Harrison,15622,
United States,Ohio,Henry,28092,
United States,Ohio,Highland,43299,
United States,Ohio,Holmes,43593,
United States,Ohio,Meigs,23496,
United States,Ohio,Monroe,14585,
United States,Ohio,Morgan,14904,
United States,Ohio,Noble,14628,
United States,Ohio,Paulding,19254,
United States,Ohio,Pike,28367,
United States,Ohio,Preble,41732,
United States,Ohio,Putnam,34088,
United States,Ohio,Vinton,13276,
United States,Ohio,Williams,37500,
United States,Ohio,Wyandot,22447,
United States,Oklahoma,Adair,22194,
United States,Oklahoma,Alfalfa,5847,
United States,Oklahoma,Atoka,13898,
United States,Oklahoma,Beaver,5566,
United States,Oklahoma,Blaine,9720,
United States,Oklahoma,Caddo,29594,
United States,Oklahoma,Choctaw,15045,
United States,Oklahoma,Cimarron,2335,
United States,Oklahoma,Coal,5867,
United States,Oklahoma,Craig,14672,
United States,Oklahoma,Delaware,41377,
United States,Oklahoma,Dewey,4844,
United States,Oklahoma,Ellis,4170,
United States,Oklahoma,Garvin,27334,
United States,Oklahoma,Grant,4528,
United States,Oklahoma,Greer,6171,
United States,Oklahoma,Harmon,2869,
United States,Oklahoma,Harper,3813,
United States,Oklahoma,Haskell,13052,
United States,Oklahoma,Hughes,13823,
United States,Oklahoma,Jefferson,6432,
United States,Oklahoma,Johnston,10990,
United States,Oklahoma,Kingfisher,15276,
United States,Oklahoma,Kiowa,9341,
United States,Oklahoma,Latimer,10775,
United States,Oklahoma,Love,9742,
United States,Oklahoma,McCurtain,33065,
United States,Oklahoma,McIntosh,20493,
United States,Oklahoma,Major,7683,
United States,Oklahoma,Marshall,15988,
United States,Oklahoma,Mayes,40804,
United States,Oklahoma,Murray,13712,
United States,Oklahoma,Noble,11446,
United States,Oklahoma,Nowata,10555,
United States,Oklahoma,Okfuskee,12377,
United States,Oklahoma,Pushmataha,11233,
United States,Oklahoma,Roger Mills,3743,
United States,Oklahoma,Seminole,25426,
United States,Oklahoma,Tillman,7711,
United States,Oklahoma,Washita,11678,
United States,Oklahoma,Woods,9041,
United States,Oregon,Baker,16018,
United States,Oregon,Gilliam,1947,
United States,Oregon,Grant,7283,
United States,Oregon,Harney,7146,
United States,Oregon,Jefferson,21145,
United States,Oregon,Lake,7820,
United States,Oregon,Sherman,1731,
United States,Oregon,Tillamook,25317,
United States,Oregon,Wallowa,6814,
United States,Oregon,Wheeler,1381,
United States,Pennsylvania,Bedford,49055,
United States,Pennsylvania,Cameron,4886,
United States,Pennsylvania,Clarion,39155,
United States,Pennsylvania,Elk,31479,
United States,Pennsylvania,Forest,7631,
United States,Pennsylvania,Fulton,14670,
United States,Pennsylvania,Greene,37838,
United States,Pennsylvania,Jefferson,44966,
United States,Pennsylvania,Juniata,24768,
United States,Pennsylvania,Potter,17497,
United States,Pennsylvania,Sullivan,6351,
United States,Pennsylvania,Susquehanna,42286,
United States,Pennsylvania,Tioga,42463,
United States,Pennsylvania,Wayne,51548,
United States,Puerto Rico,Adjuntas Municipality,19483,
United States,Puerto Rico,Coamo Municipality,40512,
United States,Puerto Rico,Culebra Municipality,1818,
United States,Puerto Rico,Jayuya Municipality,16642,
United States,Puerto Rico,Las Marías Municipality,9881,
United States,Puerto Rico,Maricao Municipality,6276,
United States,Puerto Rico,Salinas Municipality,31078,
United States,Puerto Rico,Santa Isabel Municipality,23274,
United States,Puerto Rico,Utuado Municipality,33149,
United States,Puerto Rico,Vieques Municipality,9301,
United States,South Carolina,Allendale,9839,
United States,South Carolina,Bamberg,15430,
United States,South Carolina,Barnwell,22119,
United States,South Carolina,Chesterfield,46197,
United States,South Carolina,Clarendon,34355,
United States,South Carolina,Colleton,37788,
United States,South Carolina,Dillon,31229,
United States,South Carolina,Hampton,20408,
United States,South Carolina,Lee,18347,
United States,South Carolina,McCormick,9947,
United States,South Carolina,Marion,32072,
United States,South Carolina,Williamsburg,33067,
United States,South Dakota,Aurora,2720,
United States,South Dakota,Bennett,3452,
United States,South Dakota,Bon Homme,7046,
United States,South Dakota,Brule,5366,
United States,South Dakota,Buffalo,2024,
United States,South Dakota,Butte,10330,
United States,South Dakota,Campbell,1334,
United States,South Dakota,Charles Mix,9241,
United States,South Dakota,Clark,3610,
United States,South Dakota,Corson,4215,
United States,South Dakota,Day,5596,
United States,South Dakota,Deuel,4320,
United States,South Dakota,Dewey,5586,
United States,South Dakota,Douglas,3023,
United States,South Dakota,Fall River,6839,
United States,South Dakota,Faulk,2386,
United States,South Dakota,Grant,7281,
United States,South Dakota,Gregory,4242,
United States,South Dakota,Haakon,1894,
United States,South Dakota,Hamlin,5961,
United States,South Dakota,Hand,3391,
United States,South Dakota,Harding,1262,
United States,South Dakota,Hutchinson,7145,
United States,South Dakota,Hyde,1391,
United States,South Dakota,Jackson,3216,
United States,South Dakota,Jerauld,2066,
United States,South Dakota,Jones,1001,
United States,South Dakota,Kingsbury,5065,
United States,South Dakota,Lake,12055,
United States,South Dakota,Lyman,3892,
United States,South Dakota,McPherson,2457,
United States,South Dakota,Marshall,4763,
United States,South Dakota,Mellette,2081,
United States,South Dakota,Miner,2333,
United States,South Dakota,Moody,6404,
United States,South Dakota,Oglala Lakota,14118,
United States,South Dakota,Perkins,3037,
United States,South Dakota,Potter,2394,
United States,South Dakota,Roberts,10251,
United States,South Dakota,Sanborn,2324,
United States,South Dakota,Spink,6610,
United States,South Dakota,Todd,9982,
United States,South Dakota,Tripp,5498,
United States,South Dakota,Walworth,5524,
United States,South Dakota,Ziebach,2834,
United States,Tennessee,Benton,16290,
United States,Tennessee,Bledsoe,12841,
United States,Tennessee,Carroll,28513,
United States,Tennessee,Claiborne,31560,
United States,Tennessee,Clay,7774,
United States,Tennessee,Decatur,11661,
United States,Tennessee,DeKalb,19164,
United States,Tennessee,Fentress,17909,
United States,Tennessee,Gibson,49457,
United States,Tennessee,Giles,28746,
United States,Tennessee,Grundy,13498,
United States,Tennessee,Hancock,6679,
United States,Tennessee,Hardeman,26306,
United States,Tennessee,Hardin,26034,
United States,Tennessee,Haywood,18224,
United States,Tennessee,Henderson,28048,
United States,Tennessee,Houston,8292,
United States,Tennessee,Humphreys,18243,
United States,Tennessee,Johnson,17977,
United States,Tennessee,Lake,7731,
United States,Tennessee,Lauderdale,27795,
United States,Tennessee,Lewis,11961,
United States,Tennessee,Lincoln,33633,
United States,Tennessee,McNairy,26140,
United States,Tennessee,Meigs,11649,
United States,Tennessee,Monroe,45265,
United States,Tennessee,Perry,7869,
United States,Tennessee,Pickett,5090,
United States,Tennessee,Scott,22015,
United States,Tennessee,Stewart,13362,
United States,Tennessee,Van Buren,5583,
United States,Tennessee,Wayne,16939,
United States,Tennessee,White,26244,
United States,Texas,Bailey,7114,
United States,Texas,Baylor,3614,
United States,Texas,Blanco,10723,
United States,Texas,Borden,637,
United States,Texas,Bosque,17855,
United States,Texas,Brewster,9286,
United States,Texas,Briscoe,1537,
United States,Texas,Brooks,7237,
United States,Texas,Burnet,43823,
United States,Texas,Camp,12413,
United States,Texas,Cass,30331,
United States,Texas,Castro,8030,
United States,Texas,Childress,7095,
United States,Texas,Cochran,3016,
United States,Texas,Coke,3210,
United States,Texas,Coleman,8543,
United States,Texas,Collingsworth,3099,
United States,Texas,Colorado,20752,
United States,Texas,Comanche,13623,
United States,Texas,Concho,4043,
United States,Texas,Cottle,1452,
United States,Texas,Crane,4773,
United States,Texas,Crockett,3807,
United States,Texas,Culberson,2277,
United States,Texas,Dallam,7057,
United States,Texas,Delta,5238,
United States,Texas,DeWitt,20503,
United States,Texas,Dickens,2291,
United States,Texas,Dimmit,10897,
United States,Texas,Donley,3522,
United States,Texas,Duval,11640,
United States,Texas,Eastland,18245,
United States,Texas,Edwards,1884,
United States,Texas,Fannin,33659,
United States,Texas,Fayette,24821,
United States,Texas,Fisher,3856,
United States,Texas,Floyd,6230,
United States,Texas,Foard,1277,
United States,Texas,Franklin,10660,
United States,Texas,Freestone,19646,
United States,Texas,Frio,18065,
United States,Texas,Gaines,18921,
United States,Texas,Garza,6317,
United States,Texas,Gonzales,20312,
United States,Texas,Grimes,26859,
United States,Texas,Hall,3239,
United States,Texas,Hamilton,8310,
United States,Texas,Hansford,5555,
United States,Texas,Hardeman,4016,
United States,Texas,Hartley,6100,
United States,Texas,Haskell,5875,
United States,Texas,Hemphill,4158,
United States,Texas,Hill,34823,
United States,Texas,Houston,22911,
United States,Texas,Jack,8957,
United States,Texas,Jackson,14591,
United States,Texas,Jasper,35649,
United States,Texas,Jeff Davis,2253,
United States,Texas,Jim Hogg,5245,
United States,Texas,Karnes,15081,
United States,Texas,Kent,807,
United States,Texas,Kimble,4481,
United States,Texas,King,285,
United States,Texas,Kinney,3586,
United States,Texas,Knox,3767,
United States,Texas,Lamb,13775,
United States,Texas,La Salle,7369,
United States,Texas,Lavaca,19581,
United States,Texas,Lee,16628,
United States,Texas,Leon,16742,
United States,Texas,Limestone,23326,
United States,Texas,Lipscomb,3485,
United States,Texas,Live Oak,11867,
United States,Texas,Llano,19444,
United States,Texas,Loving,95,
United States,Texas,McCulloch,8330,
United States,Texas,McMullen,764,
United States,Texas,Madison,13781,
United States,Texas,Marion,10235,
United States,Texas,Mason,4128,
United States,Texas,Menard,2148,
United States,Texas,Milam,24167,
United States,Texas,Mills,4907,
United States,Texas,Mitchell,9402,
United States,Texas,Montague,19503,
United States,Texas,Morris,12834,
United States,Texas,Motley,1196,
United States,Texas,Ochiltree,10806,
United States,Texas,Panola,23870,
United States,Texas,Parmer,9965,
United States,Texas,Pecos,15697,
United States,Texas,Polk,45790,
United States,Texas,Presidio,7201,
United States,Texas,Rains,11065,
United States,Texas,Reagan,3601,
United States,Texas,Real,3350,
United States,Texas,Red River,12470,
United States,Texas,Refugio,7305,
United States,Texas,Roberts,831,
United States,Texas,Runnels,10309,
United States,Texas,Sabine,10361,
United States,Texas,San Augustine,8769,
United States,Texas,San Jacinto,26856,
United States,Texas,San Saba,6012,
United States,Texas,Schleicher,3206,
United States,Texas,Shackelford,3375,
United States,Texas,Shelby,25792,
United States,Texas,Sherman,3093,
United States,Texas,Stephens,9247,
United States,Texas,Sterling,1219,
United States,Texas,Stonewall,1432,
United States,Texas,Sutton,4006,
United States,Texas,Swisher,7763,
United States,Texas,Terrell,903,
United States,Texas,Terry,12743,
United States,Texas,Throckmorton,1600,
United States,Texas,Tyler,21464,
United States,Texas,Upton,3372,
United States,Texas,Van Zandt,52481,
United States,Texas,Ward,11244,
United States,Texas,Wheeler,5751,
United States,Texas,Winkler,7606,
United States,Texas,Wood,42306,
United States,Texas,Yoakum,8184,
United States,Texas,Young,18341,
United States,Texas,Zavala,12156,
United States,.S. Minor Outlying Islands,Bajo Nuevo Bank,0,
United States,.S. Minor Outlying Islands,Baker Island[8],0,
United States,.S. Minor Outlying Islands,Howland Island,0,
United States,.S. Minor Outlying Islands,Jarvis Island,0,
United States,.S. Minor Outlying Islands,Johnston Atoll,0,
United States,.S. Minor Outlying Islands,Kingman Reef,0,
United States,.S. Minor Outlying Islands,Midway Islands,40,
United States,.S. Minor Outlying Islands,Navassa Island,0,
United States,.S. Minor Outlying Islands,Palmyra Atoll,20,
United States,.S. Minor Outlying Islands,Serranilla Bank,0,
United States,.S. Minor Outlying Islands,Wake Island,100,
United States,Utah,Beaver,6459,
United States,Utah,Daggett,1127,
United States,Utah,Duchesne,20308,
United States,Utah,Emery,10749,
United States,Utah,Garfield,5083,
United States,Utah,Grand,9360,
United States,Utah,Kane,7260,
United States,Utah,Millard,12662,
United States,Utah,Piute,1510,
United States,Utah,Rich,2288,
United States,Utah,San Juan,14973,
United States,Utah,Sanpete,28237,
United States,Utah,Sevier,20852,
United States,Utah,Wayne,2747,
United States,Vermont,Addison,36791,
United States,Vermont,Caledonia,31157,
United States,Vermont,Lamoille,25067,
United States,Vermont,Orleans,27169,
United States,Vermont,Windham,43857,
United States,irgin Islands (U.S.),Saint Croix Island[9],50601,
United States,irgin Islands (U.S.),Saint John Island,4170,
United States,irgin Islands (U.S.),Saint Thomas Island,51634,
United States,Virginia,Accomack,33148,
United States,Virginia,Alleghany,16161,
United States,Virginia,Bath,4616,
United States,Virginia,Bland,6735,
United States,Virginia,Brunswick,16973,
United States,Virginia,Buchanan,23597,
United States,Virginia,Carroll,29883,
United States,Virginia,Charlotte,12305,
United States,Virginia,Cumberland,9841,
United States,Virginia,Essex,11229,
United States,Virginia,Grayson,15161,
United States,Virginia,Greensville,11886,
United States,Virginia,Halifax,35401,
United States,Virginia,Highland,2215,
United States,Virginia,King and Queen,7130,
United States,Virginia,King George,24926,
United States,Virginia,Lancaster,11148,
United States,Virginia,Lee,25185,
United States,Virginia,Louisa,33945,
United States,Virginia,Lunenburg,12527,
United States,Virginia,Madison,13200,
United States,Virginia,Mecklenburg,31426,
United States,Virginia,Middlesex,10762,
United States,Virginia,Northampton,12125,
United States,Virginia,Northumberland,12200,
United States,Virginia,Nottoway,15773,
United States,Virginia,Orange,34689,
United States,Virginia,Page,23821,
United States,Virginia,Patrick,18368,
United States,Virginia,Prince Edward,22802,
United States,Virginia,Richmond,8953,
United States,Virginia,Rockbridge,22307,
United States,Virginia,Russell,28264,
United States,Virginia,Shenandoah,42684,
United States,Virginia,Smyth,31652,
United States,Virginia,Southampton,18128,
United States,Virginia,Surry,6765,
United States,Virginia,Westmoreland,17612,
United States,Virginia,Wythe,29344,
United States,Virginia,Buena Vista,6680,
United States,Virginia,Covington,5818,
United States,Virginia,Emporia,5588,
United States,Virginia,Franklin City,8638,
United States,Virginia,Galax,7035,
United States,Virginia,Lexington,7170,
United States,Washington,Ferry,7646,
United States,Washington,Garfield,2256,
United States,Washington,Jefferson,30076,
United States,Washington,Klickitat,20866,
United States,Washington,Lincoln,10301,
United States,Washington,Okanogan,41193,
United States,Washington,Pacific,20498,
United States,Washington,San Juan,15875,
United States,Washington,Wahkiakum,4042,
United States,West Virginia,Barbour,16770,
United States,West Virginia,Braxton,14502,
United States,West Virginia,Calhoun,7564,
United States,West Virginia,Gilmer,8672,
United States,West Virginia,Grant,11759,
United States,West Virginia,Greenbrier,35644,
United States,West Virginia,Hardy,13920,
United States,West Virginia,Jackson,29178,
United States,West Virginia,Lewis,16452,
United States,West Virginia,McDowell,20876,
United States,West Virginia,Mingo,25900,
United States,West Virginia,Monroe,13483,
United States,West Virginia,Morgan,17498,
United States,West Virginia,Nicholas,25965,
United States,West Virginia,Pendleton,7471,
United States,West Virginia,Pleasants,7577,
United States,West Virginia,Pocahontas,8669,
United States,West Virginia,Ritchie,10073,
United States,West Virginia,Roane,14656,
United States,West Virginia,Summers,13563,
United States,West Virginia,Tucker,6968,
United States,West Virginia,Tyler,8995,
United States,West Virginia,Upshur,24665,
United States,West Virginia,Webster,8893,
United States,West Virginia,Wetzel,16204,
United States,West Virginia,Wyoming,23019,
United States,Wisconsin,Adams,20480,
United States,Wisconsin,Ashland,16016,
United States,Wisconsin,Barron,45676,
United States,Wisconsin,Bayfield,15156,
United States,Wisconsin,Buffalo,13357,
United States,Wisconsin,Burnett,15333,
United States,Wisconsin,Clark,34615,
United States,Wisconsin,Crawford,16397,
United States,Wisconsin,Door,27896,
United States,Wisconsin,Forest,9126,
United States,Wisconsin,Green Lake,18959,
United States,Wisconsin,Iron,5886,
United States,Wisconsin,Jackson,20644,
United States,Wisconsin,Juneau,26547,
United States,Wisconsin,Lafayette,16766,
United States,Wisconsin,Langlade,19575,
United States,Wisconsin,Marquette,15176,
United States,Wisconsin,Monroe,45298,
United States,Wisconsin,Oneida,35689,
United States,Wisconsin,Pepin,7360,
United States,Wisconsin,Polk,43476,
United States,Wisconsin,Price,13802,
United States,Wisconsin,Richland,17717,
United States,Wisconsin,Rusk,14395,
United States,Wisconsin,Sawyer,16513,
United States,Wisconsin,Taylor,20610,
United States,Wisconsin,Trempealeau,29582,
United States,Wisconsin,Vernon,30329,
United States,Wisconsin,Vilas,21368,
United States,Wisconsin,Washburn,15686,
United States,Wisconsin,Waupaca,52285,
United States,Wisconsin,Waushara,24329,
United States,Wyoming,Big Horn,11994,
United States,Wyoming,Carbon,15748,
United States,Wyoming,Converse,14313,
United States,Wyoming,Crook,7184,
United States,Wyoming,Goshen,13612,
United States,Wyoming,Hot Springs,4847,
United States,Wyoming,Johnson,8628,
United States,Wyoming,Lincoln,18364,
United States,Wyoming,Niobrara,2541,
United States,Wyoming,Park,29227,
United States,Wyoming,Platte,8765,
United States,Wyoming,Sublette,10041,
United States,Wyoming,Washakie,8463,
United States,Wyoming,Weston,7158,
